record_id,uav_name,country_of_origin,country_iso3,manufacturer,family,domain,category,airframe_type,status,introduced_year,retired_year,description_short,verification_status,confidence_score,origin_confidence,participating_countries,production_country,aliases,source_count,sources,photo_path,photo_source_page,photo_license,photo_identity_status,created_at,updated_at
UAV-5C186A3E295D,Seeker 400,South Africa,ZAF,Denel Dynamics,,Military,Tactical/MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 310.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-32BE51BF5F07,KUS-FC,South Korea,KOR,,,Military,Low-observable UCAV concept,,Not specified,,,Collaborative combat,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-49E5C1E433DA,KUS-FS,South Korea,KOR,,,Military,MALE fixed-wing,,Not specified,,,ISR development,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AB2EFF5E0F8C,KUS-VH,South Korea,KOR,,,Military,Unmanned helicopter,,Not specified,,,Maritime / tactical ISR,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-07838573A23A,RQ-101 Songgolmae,South Korea,KOR,,,Military,Tactical fixed-wing,,Not specified,,,ISR,Needs Verification,0.47,Medium,,,rq-101,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8849055830A7,AQUILA,South Korea,KOR,"ARGOSDYNE Co., Ltd.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,AL-200F,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-F814796D1C6F,AQUILA3,South Korea,KOR,"ARGOSDYNE Co., Ltd.",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,AL-300FM,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-CD89197B617A,RQ-101 Falcon,South Korea,KOR,KAI,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,rq-101,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-73B323640E03,RQ-102,South Korea,KOR,KAI,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,rq-102,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-FBE74B3C2DE2,XeFI,South Korea,KOR,NESTEC,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-FE37E546EFF9,Remoeye-006,South Korea,KOR,Ucon System,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-AB800BE58F2B,RemoEye-002B,South Korea,KOR,UconSystem,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-80BE65FC09D4,Alpha 900,Spain,ESP,,,Dual-use,Unmanned helicopter,,Not specified,,,Maritime / inspection,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-95701279EFD1,Atlante Tucan,Spain,ESP,Airbus SCR,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-22C7E3819320,Alpha 800,Spain,ESP,Alpha Unmanned Systems,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-563864D29FC5,Condor,Spain,ESP,Drone Tools,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-99A7BBD1B4E3,MARVIN-5-Mk.3-EC,Spain,ESP,FUVEX CIVIL SL,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Specific,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AE677E6E69C2,X6 Mk.2,Spain,ESP,FUVEX CIVIL SL,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Specific,Probable,0.8,High,,,x6,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C6AB55A12B25,Sistema integrado de vigilancia aérea (SIVA),Spain,ESP,National Institute of Aerospace Technology,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-5721AA1BEA61,Atlantic,Spain,ESP,SCR,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 310.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-AFAE5EB94732,Fulmar X,Spain,ESP,Thales España,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-EA6F9397D0EB,F-330,Sweden,SWE,UMS Skeldar,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,f-330,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-6CC4C9B1A6AA,V-200,Sweden,SWE,UMS Skeldar,,Military,Medium tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,v-200,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-34E4C32DEC44,Flyability Elios 3,Switzerland,CHE,,,Civilian / Commercial,Caged indoor multirotor,,Not specified,,,Confined-space inspection,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-313F8098B17A,Fotokite Sigma,Switzerland,CHE,,,Civilian / Commercial,Tethered multirotor,,Not specified,,,Public safety situational awareness,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-D6F3ED15BEAA,WingtraOne GEN II,Switzerland,CHE,,,Civilian / Commercial,VTOL fixed-wing,,Not specified,,,Survey / mapping,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-6A8E8A198036,senseFly eBee X,Switzerland,CHE,,,Civilian / Commercial,Fixed-wing survey UAV,,Not specified,,,Mapping / agriculture,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B3E280E87F10,WingtraRAY,Switzerland,CHE,WINGTRA AG,,Civilian / Commercial,Fixed wing,Fixed wing,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1634CDACABD1,WingtraOne,Switzerland,CHE,Wingtra,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BE71930428AE,Chung Shyang II,Taiwan,TWN,CSIST,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-EF86EDE7D2CE,Cardinal II,Taiwan,TWN,NCSIST,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-BFC5F6D68827,Teng Yun,Taiwan,TWN,National Chung- Shan Institute of Science and Technology,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-6CA879A16F6F,Tiger Shark II,Thailand,THA,DTI,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-F8BA49AFF2BA,Narai 3.0,Thailand,THA,Naval Research and Development Office (NRDO),,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-F09F6F985DAA,U-1 Sky Scout,Thailand,THA,RV Connex,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,u-1,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-7CEFC0FABB53,Bayraktar Akinci,Türkiye,TUR,,,Military,Heavy HALE/MALE UCAV,,Not specified,,,ISR / heavy strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-791E2C7C31A5,Bayraktar Kizilelma,Türkiye,TUR,,,Military,Jet UCAV,,Not specified,,,Collaborative / strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-EA724362D01A,Bayraktar TB3,Türkiye,TUR,,,Military,Ship-capable MALE,,Not specified,,,Naval ISR / strike,Needs Verification,0.47,Medium,,,tb3,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B42C5EFF320A,STM Alpagu,Türkiye,TUR,,,Military,Fixed-wing loitering munition,,Not specified,,,Tactical strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3B76115ABC15,TAI Aksungur,Türkiye,TUR,,,Military,Twin-engine MALE,,Not specified,,,ISR / strike / maritime,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-4A3D908152F9,TAI Anka-3,Türkiye,TUR,,,Military,Flying-wing UCAV,,Not specified,,,Low-observable strike,Needs Verification,0.47,Medium,,,anka-3,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-6ADADB1E220B,Serçe-1,Türkiye,TUR,Aselsan,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-2EA3572A6DEB,Bayraktar TB2,Türkiye,TUR,Baykar Makina,,Military,MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 311.,Verified,0.8,High,,,Bayraktar-TB2 | tb2,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-93181A5F673D,Bayraktar Mini,Türkiye,TUR,Kale-Baykar,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-B179BF7D03ED,Kargu,Türkiye,TUR,STM,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Verified,0.8,High,,,STM Kargu,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:54+00:00
UAV-B53C5FFA1020,Anka,Türkiye,TUR,TAI,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 311.,Verified,0.8,High,,,TAI Anka,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:54+00:00
UAV-A73FA6F0E9C3,Karayel,Türkiye,TUR,Vestel Defence,,Military,Tactical MALE,Fixed-wing,Not specified,,,Databook systems specification page 311.,Verified,0.8,Medium,"Türkiye, Saudi Arabia",,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-CFE99CFE65C9,AQ-400 Scythe,Ukraine,UKR,,,Military,One-way attack UAV,,Not specified,,,Long-range strike,Needs Verification,0.47,Medium,,,aq-400,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3D9730682D0E,Bober,Ukraine,UKR,,,Military,One-way attack UAV,,Not specified,,,Long-range strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-DED9B03FBEA4,Magura V5,Ukraine,UKR,,,Military,Uncrewed surface vessel,,Not specified,,,Maritime strike (included as adjacent unmanned system),Needs Verification,0.47,Medium,,,v5,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9835E962E13F,PD-2,Ukraine,UKR,,,Military,VTOL fixed-wing,,Not specified,,,ISR / targeting,Needs Verification,0.47,Medium,,,pd-2,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-4F90AF664B82,Shark,Ukraine,UKR,,,Military,Small fixed-wing,,Not specified,,,ISR / targeting,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-101076B0D8AA,UJ-22 Airborne,Ukraine,UKR,,,Military,Long-range fixed-wing,,Not specified,,,Strike / ISR,Needs Verification,0.47,Medium,,,uj-22,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B7483DAFE7CD,Raybird-3,Ukraine,UKR,AVK Skateon,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-082E169B4F91,Horlytsya,Ukraine,UKR,Antonov,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-E79A0D325185,A1-S,Ukraine,UKR,Athlone Air,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,a1 | A1-S/M Fury | M Fury,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-502FE1C05337,ASU-1 Valkyrie,Ukraine,UKR,Aviation Systems of Ukraine,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,asu-1,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-CC54D6424233,Leleka-100,Ukraine,UKR,DeViro,,Military,Small fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 312.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E093DA4A9788,Observer-S,Ukraine,UKR,Def C,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-741FAB3206F9,Spectator-M,Ukraine,UKR,Politeco Aero,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-A8B94E8BF25B,Sparrow,Ukraine,UKR,Spaitech,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-52FA7E4BC8C0,QX-4,United Arab Emirates,ARE,,,Military,Loitering / tactical UAS,,Not specified,,,Strike / ISR,Needs Verification,0.47,Medium,,,qx-4 | QX-4 / QX-5 families | QX-5 families,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-0C3A9EABA4BC,Yabhon Flash-20*,United Arab Emirates,ARE,ADCOM Systems,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-CD20FB9D76F5,Yabhon United-40*,United Arab Emirates,ARE,ADCOM Systems,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 312.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-779C49346FB2,Malloy T150,United Kingdom,GBR,,Malloy,Dual-use,Cargo multirotor,,Not specified,,,Resupply / logistics,Needs Verification,0.47,Medium,,,Malloy T150/T400 | t150,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2CC7CCD578A9,Malloy T400,United Kingdom,GBR,,Malloy,Dual-use,Cargo multirotor,,Not specified,,,Resupply / logistics,Needs Verification,0.47,Medium,,,Malloy T150/T400 | t400,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-228F8945A112,Protector RG Mk1,United Kingdom,GBR,,,Military,MQ-9B MALE,,Not specified,,,ISR / strike,Needs Verification,0.47,Medium,,,mk1,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BF683F5C0DA9,Taranis demonstrator,United Kingdom,GBR,,,Military,Flying-wing UCAV demonstrator,,Not specified,,,Autonomy / low observability,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BC97FD8701EA,Vertical VX4,United Kingdom,GBR,,,Civilian / Commercial,eVTOL aircraft,,Not specified,,,Urban air mobility,Needs Verification,0.47,Medium,,,vx4,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2CCFF02B4959,Watchkeeper WK450,United Kingdom,GBR,,,Military,Tactical fixed-wing,,Not specified,,,ISR,Needs Verification,0.47,Medium,,,wk450,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-D521AB6BD3D1,AeroVironment Quantix Recon,United States,USA,,,Dual-use,VTOL fixed-wing,,Not specified,,,Mapping / reconnaissance,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-EEC747B4506E,Amazon MK30,United States,USA,,,Civilian / Commercial,Delivery UAV,,Not specified,,,Parcel delivery,Needs Verification,0.47,Medium,,,mk30,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BE6BA1DC5499,Anduril Ghost,United States,USA,,Anduril,Military,VTOL tactical UAS,,Not specified,,,ISR / autonomy,Needs Verification,0.47,Medium,,,Anduril Ghost / Ghost-X,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-127447B1DF69,Anduril Ghost-X,United States,USA,,Anduril,Military,VTOL tactical UAS,,Not specified,,,ISR / autonomy,Needs Verification,0.47,Medium,,,Anduril Ghost / Ghost-X,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3A0E9AD63F2D,Archer Midnight,United States,USA,,,Civilian / Commercial,eVTOL aircraft,,Not specified,,,Urban air mobility,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5FDF53E08F71,Beta ALIA,United States,USA,,,Dual-use,eVTOL/CTOL aircraft,,Not specified,,,Cargo / passenger,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-A4BB5205351D,Elroy Air Chaparral,United States,USA,,,Dual-use,Autonomous cargo VTOL,,Not specified,,,Middle-mile logistics,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E257C84EE829,Inspired Flight IF1200A,United States,USA,,,Dual-use,Heavy-lift multirotor,,Not specified,,,Mapping / public safety,Needs Verification,0.47,Medium,,,if1200a,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-70C9E9F85A5B,Joby S4,United States,USA,,,Civilian / Commercial,Piloted/autonomous-capable eVTOL,,Not specified,,,Urban air mobility,Needs Verification,0.47,Medium,,,s4,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C39844FFCF4D,MQ-9A Reaper,United States,USA,,,Military,MALE fixed-wing,,Not specified,,,ISR / strike,Needs Verification,0.47,Medium,,,mq-9a,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-AF13FE79393A,MQ-9B SeaGuardian,United States,USA,,MQ-9B,Military,MALE fixed-wing,,Not specified,,,ISR / maritime / strike,Needs Verification,0.47,Medium,,,mq-9b | MQ-9B SkyGuardian/SeaGuardian,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
